tracking_id,customer_id,job_id,sample_id,system_name,site,station,sample_date,receive_date,calculation_type,level_,replicate_,depth,fraction,biovolume,taxa_level,report_note,taxa_id,custom_taxa_id,organism,habitat,phylum,division,class_,subclass_,order_,suborder,family,subfamily,tribe,genus,subgenus,species,subspecies,variety,form_,morph,coloniality,structure_,customer_requested_units,concentration_natural_units_per_ml_,relative_concentration,total_area_square_um_per_ml_,relative_total_area,total_volume_cubic_um_per_ml_,relative_total_volume,total_biovolume_cubic_um_per_ml_,relative_total_biovolume,total_biomass_per_ml_,relative_total_biomass,algal_cell_concentration_per_ml_,relative_algal_cell_concentration,algal_biomass_concentration_mg_per_l_,relative_algal_biomass_concentration,alternate_taxa_name,job_tally_notes
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1653,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,,,,,,,,,,,,,Cell-Nonmotile,Cyst,NU/ml,106.7124,0.06900331,26412.1612,0.10962337,50580.4382,0.10050117,50580.4382,0.13855196,0,0,106.7124,0.06506586,0.05058044,0.13855197,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2080,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlamydomonas,,,,,,,Cell-Motile,Vegetative,NU/ml,232.0571,0.15005481,35429.7844,0.14705091,48495.9692,0.09635942,48495.9692,0.1328421,0,0,232.0571,0.14149242,0.04849597,0.1328421,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2110,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlorogonium,,,,,,,Cell-Nonmotile,Vegetative,NU/ml,1.6938,0.00109526,1021.7048,0.00424057,1634.7277,0.00324813,1634.7277,0.00447791,0,0,1.6938,0.00103276,0.00163473,0.00447792,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2363,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Oocystaceae,,,Oocystis,,parva,,,,,Colonial-Nonmotile,Vegetative,NU/ml,1.6938,0.00109526,458.5101,0.00190304,681.1366,0.00135339,681.1366,0.0018658,0,0,1.6938,0.00103276,0.00068114,0.00186581,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2491,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,Schroederia,,judayi,,,,,Cell-Nonmotile,Vegetative,NU/ml,3.3877,0.00219058,127.7131,0.00053007,51.0851,0.0001015,51.0851,0.00013993,0,0,3.3877,0.00206559,0.00005109,0.00013995,Ankyra judayi,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2683,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,,,,,,,2-9.9 um spherical,Cell-Nonmotile,Vegetative,NU/ml,8.4692,0.00547643,691.7792,0.00287122,620.8273,0.00123356,620.8273,0.00170059,0,0,8.4692,0.00516393,0.00062083,0.0017006,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3015,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Cryptomonas,,erosa,,,,,Cell-Motile,Vegetative,NU/ml,72.8354,0.04709747,69439.0921,0.28820616,164688.881,0.32722977,164688.881,0.45112236,0,0,72.8354,0.04441,0.16468888,0.45112237,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4051,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,elachista,,,,,Colonial-Nonmotile,Vegetative,NU/ml,5.0815,0.00328584,2248.0054,0.00933032,4445.6928,0.0088334,89.7985,0.00024598,0,0,50.8154,0.03098373,0.0000898,0.00024598,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4054,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,delicatissima,,,,,Colonial-Nonmotile,Vegetative,NU/ml,3.3877,0.00219058,15627.1175,0.06486017,133886.2522,0.26602626,24.8332,0.00006802,0,0,47.4277,0.02891814,0.00002483,0.00006802,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4321,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechococcus,,elongatus,,,,,Cell-Nonmotile,Vegetative,NU/ml,177.854,0.11500552,1875.2925,0.00778338,388.0241,0.00077099,388.0241,0.00106289,0,0,177.854,0.1084431,0.00038802,0.00106288,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,5020,.,Algae,Freshwater,,Euglenophyta,Euglenophyceae,,Euglenales,,Euglenaceae,,,Euglena,,,,,,,Cell-Motile,Vegetative,NU/ml,20.3262,0.01314351,14988.683,0.06221036,24418.7437,0.048519,24418.7437,0.0668888,0,0,20.3262,0.01239352,0.02441874,0.06688879,Brachysira,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,6033,.,Algae,Freshwater,,Pyrrhophyta,Dinophyceae,,Gymnodinales,,Gymnodiniaceae,,,Gymnodinium,,sp. 2,,,,,Cell-Motile,Vegetative,NU/ml,1.6938,0.00109526,599.9207,0.00248996,893.9917,0.00177632,893.9917,0.00244886,0,0,1.6938,0.00103276,0.00089399,0.00244885,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,7130,.,Monera,Freshwater,,Miscellaneous,,,,,,,,,,,,,,,Cell-Nonmotile,Vegetative,NU/ml,1.6938,0.00109526,327.4307,0.001359,383.1393,0.00076128,383.1393,0.00104951,0,0,1.6938,0.00103276,0.00038314,0.00104951,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,7140,.,Algae,Freshwater,,Miscellaneous,,,,,,,,,,,,,,Microflagellate,Cell-Motile,Vegetative,NU/ml,1.6938,0.00109526,114.6276,0.00047576,85.1421,0.00016917,85.1421,0.00023322,0,0,1.6938,0.00103276,0.00008514,0.00023322,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,9611,.,Algae,Freshwater,,Bacillariophyta,Bacillariophyceae,,Eunotiales,,Eunotiaceae,,,Actinella,,punctata,,,,,Cell-Nonmotile,Vegetative,NU/ml,1.6938,0.00109526,4559.1911,0.01892287,6024.1911,0.01196981,6024.1911,0.0165017,0,0,1.6938,0.00103276,0.00602419,0.0165017,,A lot of Mallomonas spines
